unit,cycle,s17,s2,s3,s20,s21,s6,s9,s14,s15,s13
73,49,391,642.45,1594.91,38.87,23.2672,21.61,9040.01,8121.95,8.3994,2388.15
73,50,392,642.94,1588.79,38.86,23.2131,21.61,9038.92,8115.9,8.4589,2388.16
73,51,393,642.78,1588.4,38.75,23.3623,21.61,9050.13,8122.42,8.4567,2388.12
73,52,395,642.23,1593.77,38.85,23.3469,21.61,9042.61,8125.65,8.4623,2388.1
73,53,394,643.8,1592.28,38.74,23.3021,21.61,9042.69,8124.07,8.4437,2388.14
73,54,395,643.28,1593.18,38.79,23.2668,21.61,9040.21,8124.87,8.4158,2388.13
73,55,395,642.9,1595.96,38.62,23.2848,21.61,9045.75,8126.01,8.4306,2388.14
73,56,392,642.68,1589.58,38.72,23.3053,21.61,9044.03,8124.27,8.4592,2388.19
73,57,393,643.03,1600.53,38.93,23.2258,21.61,9046.86,8119.63,8.4535,2388.14
73,58,392,642.88,1587.98,38.88,23.3076,21.61,9046.44,8119.13,8.4806,2388.11
73,59,393,642.76,1596.73,38.86,23.2647,21.61,9046.26,8122.87,8.4623,2388.15
73,60,393,643.16,1591.75,38.83,23.3096,21.61,9033.06,8118.41,8.478,2388.19
73,61,393,642.74,1594.95,38.87,23.3032,21.61,9040.98,8123.7,8.4218,2388.12
73,62,394,642.72,1597.17,38.95,23.1323,21.61,9043.31,8128.44,8.441,2388.14
73,63,393,642.79,1586.47,38.73,23.2284,21.61,9036.79,8126.13,8.4503,2388.13
73,64,394,642.66,1591.25,38.81,23.1885,21.61,9044.09,8116.96,8.4645,2388.14
73,65,394,642.92,1598.4,38.74,23.3093,21.61,9047.71,8118.85,8.4773,2388.15
73,66,393,642.64,1589.92,38.76,23.2882,21.61,9037.43,8121.22,8.4234,2388.17
73,67,393,642.73,1591.02,38.78,23.2522,21.61,9041.95,8125.24,8.4054,2388.13
73,68,394,642.38,1593.98,38.6,23.36,21.61,9039.97,8115.35,8.4201,2388.12
73,69,394,642.0,1595.2,38.98,23.2872,21.61,9044.61,8124.54,8.4373,2388.13
73,70,393,642.15,1590.67,38.76,23.2359,21.61,9035.98,8121.49,8.4159,2388.17
73,71,393,642.73,1585.29,38.92,23.2102,21.61,9042.71,8126.11,8.4314,2388.12
73,72,392,642.52,1588.18,38.67,23.2747,21.61,9038.03,8120.75,8.4586,2388.12
73,73,393,642.36,1591.77,38.85,23.3407,21.61,9045.1,8120.91,8.4877,2388.19
73,74,394,642.68,1595.53,38.68,23.323,21.61,9044.12,8118.52,8.4517,2388.16
73,75,393,642.78,1586.61,38.72,23.2593,21.61,9036.21,8124.56,8.4581,2388.19
73,76,395,642.97,1589.96,38.72,23.2266,21.61,9042.25,8119.39,8.435,2388.12
73,77,395,643.09,1584.59,38.61,23.2463,21.61,9041.34,8117.68,8.4423,2388.15
73,78,394,642.75,1590.89,38.83,23.3036,21.61,9042.57,8123.3,8.4498,2388.13
73,79,394,642.53,1593.64,38.79,23.1894,21.61,9036.34,8120.49,8.4605,2388.12
73,80,392,642.39,1588.48,38.82,23.3137,21.61,9040.67,8121.63,8.4248,2388.13
73,81,395,642.91,1592.86,38.88,23.3319,21.61,9039.37,8132.12,8.4181,2388.13
73,82,395,642.91,1582.29,38.79,23.2823,21.61,9040.12,8124.91,8.475,2388.14
73,83,392,642.87,1597.14,38.81,23.237,21.61,9040.3,8122.99,8.4488,2388.15
73,84,393,642.68,1592.18,38.86,23.2164,21.61,9037.99,8125.63,8.461,2388.11
73,85,393,642.95,1595.72,38.91,23.343,21.61,9041.62,8122.57,8.4515,2388.14
73,86,393,642.39,1595.28,38.93,23.227,21.61,9046.82,8122.13,8.4249,2388.14
73,87,392,642.54,1597.98,38.6,23.2801,21.61,9044.73,8121.25,8.4512,2388.17
73,88,394,642.96,1589.71,38.89,23.3021,21.61,9043.97,8125.53,8.4402,2388.18
73,89,394,642.61,1594.17,38.78,23.3299,21.61,9046.29,8116.97,8.4388,2388.16
73,90,393,643.13,1596.9,38.72,23.2122,21.61,9043.09,8123.89,8.4704,2388.1
73,91,393,642.87,1595.7,38.92,23.1875,21.61,9045.76,8129.62,8.4525,2388.11
73,92,394,643.11,1590.77,38.77,23.2799,21.61,9044.4,8122.25,8.4996,2388.16
73,93,394,642.34,1585.32,38.8,23.1766,21.61,9037.65,8125.76,8.4581,2388.17
73,94,394,642.98,1595.09,38.84,23.2116,21.61,9043.87,8126.17,8.4574,2388.23
73,95,392,642.8,1585.73,38.88,23.2621,21.61,9041.66,8120.03,8.4708,2388.13
73,96,395,642.4,1587.93,38.77,23.2397,21.61,9038.98,8117.16,8.4703,2388.15
73,97,393,642.42,1591.54,38.86,23.2182,21.61,9046.03,8120.13,8.4583,2388.2
73,98,394,643.04,1584.4,38.79,23.1731,21.61,9044.54,8118.88,8.4551,2388.17
73,99,392,642.69,1588.64,38.84,23.1483,21.61,9041.43,8124.68,8.4782,2388.11
73,100,395,642.6,1593.15,38.65,23.2834,21.61,9037.97,8121.05,8.4379,2388.15
73,101,394,643.18,1592.06,38.91,23.2018,21.61,9040.69,8122.6,8.4982,2388.16
73,102,391,642.52,1589.08,38.71,23.3144,21.61,9038.47,8122.15,8.4281,2388.18
73,103,394,642.98,1592.05,38.85,23.2295,21.61,9045.58,8126.91,8.4743,2388.15
73,104,393,642.7,1593.28,38.57,23.2197,21.61,9038.59,8120.56,8.4482,2388.15
73,105,394,642.8,1593.44,38.72,23.1672,21.61,9039.67,8126.44,8.4692,2388.19
73,106,394,643.43,1592.11,38.79,23.2797,21.61,9044.87,8120.35,8.4736,2388.16
73,107,393,642.91,1591.98,38.96,23.2353,21.61,9046.53,8125.74,8.4417,2388.13
73,108,393,643.18,1587.43,39.0,23.1896,21.61,9044.22,8124.88,8.442,2388.14
73,109,394,643.1,1596.91,38.98,23.1981,21.61,9039.87,8117.54,8.4605,2388.12
73,110,394,642.82,1589.74,38.68,23.2622,21.61,9043.84,8117.77,8.4788,2388.13
73,111,394,642.5,1595.33,38.68,23.2261,21.61,9044.75,8125.94,8.4577,2388.12
73,112,393,642.7,1589.0,38.66,23.2766,21.61,9044.67,8122.73,8.4386,2388.15
73,113,394,642.74,1598.92,38.49,23.2763,21.61,9036.95,8111.29,8.4604,2388.2
73,114,394,642.61,1602.26,38.87,23.2563,21.61,9046.17,8116.31,8.4671,2388.16
73,115,393,642.93,1588.06,38.7,23.3029,21.61,9044.55,8121.01,8.4679,2388.18
73,116,394,643.22,1591.41,38.79,23.2016,21.61,9050.86,8119.51,8.4576,2388.13
73,117,393,642.57,1588.76,38.54,23.2127,21.61,9049.92,8115.21,8.4469,2388.2
73,118,392,642.85,1585.02,38.83,23.3029,21.61,9048.39,8118.08,8.451,2388.19
73,119,393,642.9,1593.55,38.57,23.282,21.61,9040.49,8117.47,8.4762,2388.23
73,120,395,642.74,1588.91,38.83,23.2151,21.61,9038.78,8126.44,8.4966,2388.18
73,121,394,642.77,1593.2,38.61,23.3283,21.61,9038.64,8120.31,8.4833,2388.16
73,122,395,642.82,1592.53,38.94,23.3425,21.61,9039.12,8121.72,8.4749,2388.13
73,123,395,642.43,1594.55,38.85,23.2557,21.61,9037.96,8124.76,8.4231,2388.21
73,124,392,643.09,1588.65,38.67,23.3273,21.61,9036.02,8122.55,8.4531,2388.12
73,125,395,642.75,1593.33,38.97,23.1707,21.61,9042.73,8118.88,8.454,2388.17
73,126,393,642.11,1591.12,38.63,23.2148,21.61,9033.99,8121.58,8.4395,2388.18
73,127,394,643.23,1590.17,38.58,23.2371,21.61,9043.41,8119.54,8.47,2388.15
73,128,393,642.25,1592.24,38.69,23.2167,21.61,9045.87,8119.82,8.4494,2388.15
73,129,395,642.96,1592.71,38.78,23.2072,21.61,9040.91,8119.09,8.4737,2388.17
73,130,393,642.65,1592.92,38.62,23.2804,21.61,9043.77,8120.56,8.4595,2388.18
73,131,393,642.34,1591.47,38.67,23.2041,21.61,9044.81,8125.03,8.4631,2388.21
73,132,395,643.74,1600.66,38.68,23.2779,21.61,9037.84,8119.0,8.4878,2388.2
73,133,396,643.35,1593.74,38.68,23.2144,21.61,9041.91,8119.52,8.4631,2388.18
73,134,395,643.12,1593.18,38.69,23.1478,21.61,9046.04,8116.16,8.4666,2388.18
73,135,395,643.15,1588.12,38.76,23.189,21.61,9045.63,8123.13,8.451,2388.16
73,136,393,642.59,1596.44,38.75,23.1394,21.61,9043.72,8118.26,8.4622,2388.15
73,137,394,642.98,1595.51,38.52,23.1236,21.61,9044.91,8120.85,8.5041,2388.2
73,138,393,642.57,1596.05,38.64,23.3219,21.61,9044.01,8122.38,8.4586,2388.18
73,139,393,642.85,1595.28,38.79,23.2042,21.61,9051.25,8124.72,8.4704,2388.18
73,140,394,643.52,1598.76,38.66,23.1758,21.61,9036.33,8119.53,8.4384,2388.17
73,141,394,642.33,1597.69,38.65,23.237,21.61,9048.01,8118.53,8.4427,2388.13
73,142,394,642.77,1602.05,38.65,23.1028,21.61,9046.61,8125.37,8.5014,2388.19
73,143,395,643.03,1594.99,38.7,23.2292,21.61,9041.72,8124.2,8.4591,2388.19
73,144,393,643.16,1594.72,38.64,23.1958,21.61,9036.39,8124.97,8.4619,2388.26
73,145,394,643.41,1595.09,38.86,23.1755,21.61,9030.6,8118.59,8.4522,2388.12
73,146,395,642.85,1597.87,38.7,23.2102,21.61,9038.27,8119.29,8.4132,2388.19
73,147,393,642.66,1590.98,38.69,23.2188,21.61,9040.55,8122.96,8.4787,2388.21
73,148,393,643.12,1598.12,38.82,23.1505,21.61,9037.65,8121.56,8.4801,2388.19
73,149,394,642.98,1592.36,38.82,23.1535,21.61,9041.71,8125.47,8.4672,2388.2
73,150,393,643.17,1597.11,38.79,23.2836,21.61,9039.42,8120.28,8.4818,2388.26
73,151,395,643.25,1600.8,38.77,23.2065,21.61,9041.54,8116.92,8.4776,2388.2
73,152,393,642.88,1591.25,38.76,23.2783,21.61,9045.21,8122.47,8.4657,2388.21
73,153,395,643.19,1593.86,38.74,23.2197,21.61,9047.85,8118.88,8.4893,2388.25
73,154,394,643.29,1586.19,38.6,23.1894,21.61,9040.75,8118.21,8.4752,2388.22
73,155,395,642.35,1597.84,38.75,23.1465,21.61,9043.65,8117.16,8.4953,2388.24
73,156,395,642.96,1593.46,38.52,23.2208,21.61,9041.43,8117.21,8.4662,2388.2
73,157,393,643.0,1598.72,38.45,23.2712,21.61,9038.56,8120.07,8.5008,2388.19
73,158,395,642.89,1600.97,38.71,23.2537,21.61,9044.2,8119.23,8.5096,2388.17
73,159,392,643.26,1594.71,38.68,23.1723,21.61,9039.74,8117.96,8.4869,2388.21
73,160,394,642.92,1587.93,38.72,23.1987,21.61,9036.48,8117.24,8.4974,2388.22
73,161,395,643.22,1591.04,38.5,23.1507,21.61,9036.35,8113.53,8.4769,2388.21
73,162,395,643.13,1584.75,38.61,23.2891,21.61,9038.33,8121.14,8.4889,2388.21
73,163,395,642.99,1597.12,38.41,23.0721,21.61,9047.07,8114.88,8.4577,2388.24
73,164,394,642.93,1593.49,38.58,23.249,21.61,9042.31,8119.09,8.5091,2388.24
73,165,392,643.43,1592.84,38.56,23.2545,21.61,9045.09,8120.92,8.4656,2388.23
73,166,395,642.86,1601.77,38.85,23.1931,21.61,9052.65,8119.16,8.515,2388.22
73,167,394,643.22,1593.12,38.68,23.2919,21.61,9051.18,8118.48,8.5001,2388.21
73,168,395,643.48,1597.45,38.75,23.1913,21.61,9043.06,8121.05,8.4785,2388.16
73,169,396,643.01,1603.56,38.42,23.0518,21.61,9030.73,8119.41,8.4541,2388.24
73,170,395,642.92,1600.25,38.62,23.1322,21.61,9042.82,8116.17,8.4701,2388.25
73,171,395,643.67,1594.65,38.51,23.2073,21.61,9038.74,8121.01,8.4675,2388.31
73,172,395,643.41,1594.61,38.68,23.0157,21.61,9042.55,8119.34,8.5144,2388.25
73,173,395,642.5,1594.41,38.6,23.2476,21.61,9042.56,8121.49,8.493,2388.24
73,174,395,643.18,1599.3,38.61,23.1194,21.61,9041.89,8110.45,8.4736,2388.28
73,175,396,643.25,1591.7,38.68,23.1712,21.61,9040.6,8116.74,8.4684,2388.23
73,176,394,643.52,1601.43,38.63,23.1645,21.61,9042.92,8120.67,8.5098,2388.22
73,177,395,643.31,1596.5,38.66,23.1596,21.61,9042.02,8121.11,8.4669,2388.29
73,178,395,643.4,1587.43,38.44,23.0604,21.61,9041.0,8121.82,8.4919,2388.2
73,179,394,643.77,1599.29,38.63,23.1753,21.61,9045.04,8122.28,8.5087,2388.24
73,180,395,643.15,1595.8,38.53,23.2189,21.61,9044.53,8121.8,8.5149,2388.2
73,181,396,643.17,1597.77,38.55,23.1077,21.61,9041.32,8116.91,8.5112,2388.21
73,182,393,643.48,1596.09,38.47,23.0841,21.61,9044.42,8116.04,8.4931,2388.22
73,183,396,643.27,1600.09,38.65,23.0675,21.61,9048.8,8118.22,8.4843,2388.28
73,184,394,643.89,1591.89,38.56,23.0274,21.61,9052.21,8118.36,8.5035,2388.25
73,185,393,643.43,1597.14,38.55,23.1003,21.61,9044.68,8118.46,8.4894,2388.25
73,186,395,644.13,1592.23,38.72,23.1457,21.61,9044.46,8117.02,8.4512,2388.24
73,187,394,642.89,1598.46,38.43,23.251,21.61,9044.8,8113.62,8.5234,2388.24
73,188,396,643.25,1599.09,38.56,23.1388,21.61,9038.57,8116.13,8.4851,2388.24
73,189,393,643.22,1600.03,38.68,23.1008,21.61,9044.33,8119.97,8.5173,2388.23
73,190,394,643.91,1602.23,38.55,23.131,21.61,9044.62,8122.26,8.4507,2388.29
73,191,396,643.04,1597.68,38.71,23.0652,21.61,9036.83,8115.6,8.4687,2388.22
73,192,394,643.7,1600.62,38.44,23.1513,21.61,9046.39,8116.3,8.4991,2388.19
73,193,396,642.93,1601.41,38.55,23.1427,21.61,9042.72,8115.7,8.5212,2388.32
73,194,395,643.74,1597.59,38.52,23.1363,21.61,9039.43,8118.55,8.4948,2388.22
73,195,394,642.98,1594.79,38.46,23.1492,21.61,9047.06,8117.24,8.527,2388.3
73,196,394,643.37,1599.96,38.62,23.2337,21.61,9044.17,8118.9,8.5534,2388.29
73,197,395,643.29,1598.42,38.65,23.0888,21.61,9040.19,8111.04,8.4858,2388.23
73,198,395,643.26,1600.43,38.2,23.1465,21.61,9048.69,8114.5,8.5002,2388.28
73,199,397,643.45,1593.08,38.64,23.0564,21.61,9038.73,8116.01,8.5102,2388.34
73,200,396,643.88,1601.86,38.34,23.0801,21.61,9048.55,8116.79,8.536,2388.25
73,201,396,643.25,1599.83,38.59,23.0646,21.61,9043.27,8120.05,8.5122,2388.25
73,202,396,643.92,1592.35,38.29,23.1049,21.61,9043.6,8114.84,8.5258,2388.34
73,203,395,643.38,1597.7,38.46,23.0541,21.61,9038.43,8114.27,8.5222,2388.3
73,204,394,643.2,1601.49,38.48,23.0252,21.61,9041.54,8109.41,8.5328,2388.3
73,205,395,643.75,1601.68,38.57,23.0505,21.61,9038.8,8113.28,8.5174,2388.25
73,206,395,643.38,1602.32,38.45,22.9684,21.61,9038.97,8113.42,8.5299,2388.32
73,207,395,644.03,1606.83,38.52,23.1363,21.61,9039.55,8115.78,8.5236,2388.31
73,208,396,643.78,1599.53,38.4,23.0764,21.61,9041.5,8113.46,8.5484,2388.27
73,209,395,643.17,1597.94,38.41,23.0578,21.61,9046.31,8110.51,8.536,2388.33
73,210,396,643.1,1601.3,38.5,23.0189,21.61,9048.38,8122.87,8.4972,2388.36
73,211,396,644.3,1601.47,38.34,23.0511,21.61,9046.45,8112.61,8.5185,2388.33
73,212,396,643.48,1597.82,38.61,23.0123,21.61,9041.38,8115.46,8.5205,2388.32
73,213,396,643.54,1599.16,38.54,23.0257,21.61,9041.6,8114.48,8.5434,2388.35
74,1,391,642.31,1580.43,39.11,23.405,21.61,9067.46,8148.06,8.379,2388.0
74,2,392,642.26,1593.03,38.93,23.3752,21.61,9068.21,8149.56,8.4144,2388.01
74,3,392,642.61,1579.86,38.8,23.4071,21.61,9066.32,8144.95,8.3793,2388.01
74,4,392,642.07,1589.82,39.0,23.4091,21.61,9069.71,8148.12,8.3876,2388.03
74,5,393,642.55,1587.88,39.06,23.4454,21.61,9059.65,8142.83,8.398,2388.02
74,6,393,642.11,1590.19,39.04,23.3673,21.61,9074.52,8151.45,8.3862,2387.99
74,7,392,642.21,1596.43,38.84,23.434,21.61,9074.0,8149.58,8.4398,2388.04
74,8,392,642.26,1583.32,39.08,23.3323,21.61,9065.24,8147.74,8.4369,2388.07
74,9,391,642.18,1583.82,38.81,23.3415,21.61,9077.9,8142.31,8.4468,2387.98
74,10,392,642.23,1587.34,39.1,23.4662,21.61,9062.41,8141.42,8.4437,2388.02
74,11,393,642.4,1592.61,38.94,23.3792,21.61,9064.84,8145.21,8.4108,2388.05
74,12,391,642.78,1587.92,38.85,23.3983,21.61,9063.85,8149.69,8.389,2388.04
74,13,393,642.31,1587.15,38.83,23.3864,21.61,9069.98,8147.74,8.4122,2387.98
74,14,393,642.24,1588.65,38.98,23.3187,21.61,9074.08,8148.44,8.4135,2388.09
74,15,393,641.79,1588.95,38.94,23.4213,21.61,9060.94,8147.68,8.4642,2387.98
74,16,393,642.3,1591.42,39.09,23.5525,21.61,9067.33,8151.04,8.4004,2387.97
74,17,394,641.9,1587.62,38.84,23.3135,21.61,9068.21,8145.82,8.4142,2388.01
74,18,392,642.04,1584.45,39.16,23.3719,21.6,9065.4,8144.17,8.404,2388.02
74,19,391,642.0,1588.3,38.97,23.4704,21.6,9070.61,8150.04,8.3891,2388.03
74,20,393,642.4,1577.44,38.87,23.3186,21.61,9065.01,8148.2,8.4065,2388.02
74,21,392,642.0,1587.03,38.96,23.3468,21.61,9066.9,8152.04,8.4272,2388.04
74,22,392,641.97,1589.06,38.8,23.4153,21.61,9059.51,8149.83,8.4144,2388.03
74,23,393,642.44,1582.47,39.03,23.4854,21.61,9060.05,8140.39,8.403,2388.06
74,24,390,642.48,1584.24,38.94,23.4012,21.61,9071.34,8149.0,8.3969,2388.07
74,25,393,642.03,1586.06,39.1,23.3906,21.61,9062.79,8147.17,8.3802,2387.98
74,26,391,642.49,1594.69,38.74,23.3713,21.6,9064.45,8144.55,8.4454,2387.98
74,27,391,641.79,1587.34,38.96,23.4215,21.61,9058.08,8145.3,8.4213,2388.01
74,28,392,641.84,1584.15,38.9,23.3685,21.61,9061.94,8149.77,8.3955,2388.01
74,29,392,642.45,1582.81,38.96,23.4575,21.61,9073.17,8150.71,8.4341,2387.98
74,30,393,642.03,1589.83,39.08,23.4487,21.61,9061.41,8146.16,8.4025,2388.0
74,31,392,642.1,1593.19,38.97,23.4466,21.61,9077.08,8146.04,8.3929,2388.04
74,32,393,642.25,1593.45,38.91,23.425,21.61,9064.62,8153.34,8.4244,2388.03
74,33,392,642.55,1586.85,38.85,23.3048,21.61,9069.87,8146.65,8.3573,2388.0
74,34,392,642.4,1582.43,39.08,23.3761,21.61,9070.36,8143.31,8.4108,2388.02
74,35,393,642.59,1585.86,38.88,23.4471,21.61,9066.42,8147.01,8.4345,2387.97
74,36,393,642.07,1595.45,39.1,23.3164,21.61,9065.98,8144.64,8.4215,2387.96
74,37,392,642.13,1590.41,38.9,23.4258,21.61,9062.55,8150.65,8.4012,2388.01
74,38,393,642.1,1586.81,39.04,23.3353,21.61,9068.78,8150.87,8.4263,2388.04
74,39,393,642.32,1592.66,39.17,23.3277,21.61,9065.83,8144.72,8.418,2388.02
74,40,392,642.24,1582.36,38.9,23.2851,21.61,9069.4,8148.28,8.4226,2388.07
74,41,393,642.47,1593.25,39.01,23.38,21.61,9064.7,8150.15,8.397,2388.02
74,42,390,642.14,1582.57,38.9,23.4479,21.61,9062.15,8152.67,8.4,2388.02
74,43,393,642.12,1580.45,38.92,23.3628,21.61,9065.58,8148.29,8.4216,2388.02
74,44,392,642.16,1591.77,38.95,23.3778,21.61,9072.55,8153.64,8.4334,2388.01
74,45,393,642.6,1582.73,39.15,23.3733,21.61,9063.28,8144.94,8.3879,2388.03
74,46,392,642.33,1588.18,39.0,23.4556,21.61,9060.06,8145.73,8.4132,2387.96
74,47,394,642.51,1587.06,39.18,23.3342,21.61,9061.67,8146.31,8.4015,2388.03
74,48,391,642.29,1588.74,39.08,23.2579,21.61,9070.99,8144.96,8.4132,2388.03
74,49,392,642.68,1583.52,38.78,23.3541,21.61,9061.26,8146.17,8.3917,2388.05
74,50,391,642.27,1590.88,38.89,23.3717,21.61,9059.12,8154.01,8.4272,2388.06
74,51,395,642.45,1591.7,39.06,23.3901,21.61,9069.62,8147.66,8.4689,2388.02
74,52,393,642.35,1582.25,38.98,23.3178,21.61,9066.12,8141.53,8.3979,2388.01
74,53,394,642.51,1588.08,39.08,23.3982,21.61,9068.91,8147.44,8.4362,2388.06
74,54,393,642.37,1573.01,39.04,23.3612,21.61,9069.41,8143.92,8.4193,2388.04
74,55,391,642.34,1590.42,38.9,23.3949,21.61,9060.23,8144.61,8.3745,2388.06
74,56,392,642.19,1581.96,38.95,23.4561,21.61,9066.15,8155.63,8.3836,2387.99
74,57,393,641.98,1597.42,38.82,23.4704,21.61,9066.29,8146.61,8.4207,2388.01
74,58,391,642.29,1587.76,38.92,23.3888,21.61,9065.24,8146.76,8.4035,2388.09
74,59,392,642.18,1586.34,38.92,23.3494,21.61,9062.72,8150.52,8.3861,2388.04
74,60,393,642.4,1587.13,38.78,23.4386,21.61,9060.99,8150.3,8.431,2388.02
74,61,392,642.65,1587.91,39.05,23.4014,21.61,9074.19,8142.62,8.3862,2388.07
74,62,392,642.25,1587.57,38.89,23.3447,21.61,9061.51,8145.58,8.3949,2388.04
74,63,392,642.33,1580.61,39.04,23.2911,21.61,9072.95,8148.56,8.4165,2388.02
74,64,392,642.7,1585.63,38.93,23.3505,21.61,9071.16,8148.15,8.3929,2388.09
74,65,392,642.22,1588.08,38.89,23.4342,21.61,9067.66,8152.42,8.4329,2388.02
74,66,393,641.88,1582.4,38.73,23.433,21.61,9075.5,8147.42,8.4392,2388.04
74,67,392,642.09,1593.55,38.78,23.1994,21.61,9069.89,8142.57,8.4062,2388.06
74,68,394,642.52,1584.61,39.03,23.3388,21.61,9064.96,8146.84,8.4167,2388.09
74,69,393,642.25,1580.45,39.07,23.3652,21.61,9064.29,8141.71,8.411,2388.03
74,70,392,642.08,1584.02,38.93,23.3024,21.61,9061.73,8143.12,8.4493,2388.03
74,71,392,642.49,1592.4,38.89,23.4211,21.61,9063.94,8143.54,8.4127,2388.01
74,72,393,642.48,1588.87,38.8,23.4176,21.61,9066.62,8145.12,8.4331,2388.01
74,73,390,642.67,1592.31,39.0,23.3203,21.61,9058.98,8143.6,8.4307,2388.07
74,74,392,642.32,1586.8,39.05,23.3081,21.61,9067.24,8150.7,8.4144,2388.03
74,75,392,642.16,1582.53,38.94,23.308,21.61,9066.56,8148.3,8.4143,2388.09
74,76,391,642.84,1588.98,39.02,23.4951,21.61,9066.62,8152.32,8.4212,2388.03
74,77,392,641.8,1588.56,38.89,23.3964,21.61,9065.04,8144.99,8.4162,2388.06
74,78,391,642.35,1590.28,38.8,23.2835,21.61,9065.35,8142.11,8.4081,2388.03
74,79,391,642.49,1582.66,38.96,23.376,21.61,9064.58,8150.05,8.4458,2388.04
74,80,393,642.61,1589.09,38.97,23.367,21.61,9061.06,8147.57,8.4044,2388.05
74,81,393,642.89,1584.46,38.88,23.3511,21.61,9071.58,8147.83,8.4094,2388.05
74,82,392,642.14,1590.43,38.77,23.3388,21.61,9067.74,8154.28,8.4315,2388.05
74,83,393,642.26,1583.83,39.06,23.1741,21.61,9071.12,8148.92,8.4278,2388.06
74,84,390,642.73,1580.82,39.1,23.294,21.61,9062.7,8144.43,8.4103,2388.09
74,85,393,642.97,1582.96,38.79,23.2962,21.61,9071.24,8149.72,8.4271,2388.03
74,86,393,642.34,1585.96,38.88,23.3631,21.61,9072.73,8149.45,8.4245,2388.1
74,87,393,642.27,1592.24,38.79,23.3492,21.61,9070.24,8146.31,8.3997,2388.11
74,88,392,641.86,1589.76,38.91,23.3874,21.61,9064.17,8142.06,8.4338,2388.09
74,89,392,642.07,1594.9,38.92,23.3188,21.61,9064.97,8146.44,8.3859,2388.09
74,90,393,643.21,1591.59,38.89,23.2834,21.61,9067.03,8143.29,8.4335,2388.04
74,91,392,642.5,1584.01,39.02,23.3845,21.61,9062.48,8144.21,8.4514,2388.11
74,92,391,642.0,1580.91,38.92,23.332,21.61,9059.57,8141.35,8.4433,2388.05
74,93,393,642.13,1586.29,38.71,23.3135,21.61,9069.62,8145.73,8.4325,2388.09
74,94,393,642.36,1582.25,38.99,23.2051,21.61,9061.54,8145.97,8.4406,2388.04
74,95,393,642.56,1592.88,38.93,23.3032,21.61,9072.37,8142.17,8.4297,2388.1
74,96,392,642.55,1594.8,38.87,23.2356,21.61,9062.54,8144.2,8.4341,2388.03
74,97,392,643.37,1584.2,38.72,23.3476,21.61,9062.64,8143.05,8.4513,2388.04
74,98,392,643.23,1591.38,38.79,23.3799,21.61,9057.96,8146.71,8.4381,2388.03
74,99,393,642.63,1598.24,38.93,23.2388,21.61,9070.1,8141.35,8.4058,2388.09
74,100,392,642.81,1591.05,38.88,23.3013,21.61,9063.7,8138.11,8.4455,2388.12
74,101,393,642.26,1586.88,39.02,23.4033,21.61,9062.51,8142.7,8.4264,2388.07
74,102,393,642.37,1589.5,38.8,23.3539,21.61,9059.55,8144.42,8.4358,2388.11
74,103,393,641.98,1589.18,38.87,23.3441,21.61,9065.23,8139.25,8.462,2388.06
74,104,393,642.46,1587.45,38.94,23.3022,21.61,9062.93,8142.72,8.4333,2388.07
74,105,393,642.59,1588.29,38.9,23.2421,21.61,9063.33,8143.23,8.4324,2388.06
74,106,392,642.18,1583.73,38.76,23.3248,21.61,9063.57,8152.16,8.451,2388.11
74,107,393,642.72,1585.41,38.81,23.2887,21.61,9062.23,8142.34,8.4422,2388.13
74,108,392,642.53,1596.06,38.92,23.2729,21.61,9057.76,8144.56,8.4335,2388.04
74,109,394,642.67,1589.44,38.77,23.3458,21.61,9072.53,8149.43,8.4397,2388.12
74,110,393,642.64,1591.73,39.07,23.2665,21.61,9062.58,8140.46,8.4632,2388.12
74,111,393,642.68,1595.06,38.63,23.3011,21.61,9065.8,8140.28,8.4492,2388.14
74,112,392,642.75,1585.25,38.96,23.2548,21.61,9064.63,8142.47,8.4485,2388.06
74,113,393,642.83,1596.96,38.79,23.238,21.61,9061.24,8139.55,8.44,2388.14
74,114,394,642.39,1591.45,38.92,23.3154,21.61,9062.68,8136.92,8.4423,2388.12
74,115,394,642.43,1591.88,38.79,23.2514,21.61,9069.5,8143.27,8.4018,2388.05
74,116,393,642.35,1589.06,38.75,23.2317,21.61,9057.11,8138.45,8.4309,2388.04
74,117,393,642.53,1584.49,38.87,23.1815,21.61,9068.55,8145.27,8.4948,2388.13
74,118,394,643.16,1591.62,38.84,23.271,21.61,9064.33,8139.87,8.4314,2388.05
74,119,393,642.7,1593.63,38.55,23.2363,21.61,9070.5,8137.6,8.4466,2388.12
74,120,393,642.27,1589.65,38.74,23.357,21.61,9065.29,8138.79,8.4432,2388.07
74,121,394,642.53,1588.85,38.89,23.2854,21.61,9069.85,8140.86,8.4394,2388.09
74,122,392,642.24,1597.21,38.89,23.3036,21.61,9061.94,8139.78,8.445,2388.14
74,123,394,642.77,1589.39,38.73,23.2637,21.61,9065.63,8140.74,8.4433,2388.1
74,124,393,642.51,1587.31,38.93,23.251,21.61,9068.51,8143.05,8.4444,2388.06
74,125,392,642.72,1587.27,38.85,23.3422,21.61,9068.28,8146.99,8.4478,2388.1
74,126,393,642.48,1592.15,38.66,23.2693,21.61,9058.68,8138.49,8.4534,2388.15
74,127,392,642.79,1593.71,38.77,23.4133,21.61,9056.14,8135.6,8.4365,2388.11
